Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,30.896240234375,33.62960604727621,25.53700130653391,27.579347988281896,855215656
1,2007-10-08,29.314571380615234,31.940444166313526,29.130298802297208,31.940444166313526,126671715
2,2007-10-09,31.310836791992188,31.587243472262923,27.748250230796387,29.329914613165748,116725709
3,2007-10-10,31.602622985839844,32.247575155441034,31.32621610331857,32.124726032151514,67931378
4,2007-10-11,35.134483337402344,36.854353617199706,31.326201824292376,36.854353617199706,106320954
5,2007-10-12,34.90414810180664,36.20940632940032,34.0902820400693,34.397401623032515,99410791
6,2007-10-15,35.36482238769531,35.84086017213798,35.05770284892276,35.62587482876705,41814972
7,2007-10-16,38.973472595214844,39.587715769413514,35.16519157486226,35.41088551208183,138614496
8,2007-10-17,42.01396179199219,42.99674177127861,32.58538863860356,35.01163413239763,204876259
9,2007-10-18,40.5397834777832,45.89902057059463,38.80455908681881,42.68962003858952,146617799
10,2007-10-19,40.40159606933594,42.044686838048165,38.38996009743683,39.61843855395792,110266491
11,2007-10-22,39.864131927490234,41.107964548184555,38.54351524696544,39.587725141288814,72253405
12,2007-10-23,42.70499038696289,43.088889879559666,40.84691434344885,40.84691434344885,74594921
13,2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
14,2007-10-25,41.9525260925293,42.935310000123906,37.05396919199623,40.61655565005899,34522489
15,2007-10-26,43.21172332763672,43.90274219752356,41.537920398792004,42.68961851527008,62370025
16,2007-10-29,44.08702850341797,45.146592767848155,43.703129011316605,43.9181143931238,43657697
17,2007-10-30,45.06981658935547,46.2829365851774,43.36530020439411,44.6859170655682,79921711
18,2007-10-31,46.00651550292969,47.02001243097325,45.14658250238527,45.30014226430928,44655368
19,2007-11-01,44.97766876220703,47.496050775802026,44.609127796084344,47.14286412117695,50632492
20,2007-11-02,45.791534423828125,46.067945353428755,42.99674566407308,43.34993648176822,32001693
21,2007-11-05,46.72825622558594,47.7571076619388,45.4844194148635,45.76083037207467,38833135
22,2007-11-06,47.342498779296875,50.336914928358915,46.69754677561442,47.54212568945243,81880281
23,2007-11-07,46.65146255493164,48.89343318301811,45.60725711398143,48.21777279914431,33593141
24,2007-11-08,45.852962493896484,47.096799248009305,44.83946958216819,45.45370872032492,27990521
25,2007-11-12,46.958595275878906,47.787819805112,43.25780185091003,44.4709258537555,35153735
26,2007-11-13,48.07957077026367,49.04699640671284,46.23685368537953,47.757096946638946,43830531
27,2007-11-14,47.449981689453125,49.599818481356614,47.2042835567475,48.92415382338537,36738579
28,2007-11-15,48.248497009277344,49.093075813341294,47.34249262596028,48.340631212581314,29242252
29,2007-11-16,47.91065216064453,49.00092466625391,47.357834588254526,48.03349912153966,18895294
30,2007-11-19,49.64590835571289,51.442559332031344,48.63241506936776,49.00095618913994,40716718
31,2007-11-20,48.87807846069336,50.82828805385533,48.27919378940968,49.44625034988499,26342171
32,2007-11-21,45.06981658935547,49.46162547525133,43.97953944245375,49.16986433651886,26814499
33,2007-11-22,43.51884460449219,46.405771333613096,41.63006044936625,44.59376289048297,34096185
34,2007-11-23,46.40578079223633,46.68218757471451,43.79526025716782,46.375068001833014,27664090
35,2007-11-26,46.77431869506836,48.12564389349702,46.40577773126537,48.12564389349702,20159123
36,2007-11-27,45.62262725830078,47.57283754491011,45.1465935461193,47.57283754491011,20573198
37,2007-11-28,44.94696044921875,46.83574923027845,44.63984086408072,46.62076385445144,16435311
38,2007-11-29,43.73383331298828,46.31363656593201,43.16566134187218,46.06794260491842,25530967
39,2007-11-30,45.422977447509766,45.69938411409415,43.91809300448447,44.53233189270492,18437721
40,2007-12-03,46.06794738769531,46.636119417799065,45.62262235085234,45.97580901856795,16851227
41,2007-12-04,45.46906661987305,46.75897057800066,45.1312342341181,46.37507108636459,14008727
42,2007-12-05,47.28105926513672,47.449977497494174,45.45370065280162,45.54583484094204,27725290
43,2007-12-06,46.40578079223633,49.03165147414278,45.80689595888709,48.30991964475611,24104710
44,2007-12-07,46.206146240234375,47.35784455137229,45.37692595556037,46.69753835276831,11742386
45,2007-12-10,46.2522087097168,46.820376436040405,45.65332403558014,46.651462382091445,8330010
46,2007-12-11,46.0372200012207,46.92786562693889,45.80688039979836,46.666813245545356,11685950
47,2007-12-12,46.00651550292969,46.42112769323955,45.14658250238527,45.453702026233294,16342131
48,2007-12-13,45.23871612548828,46.68217953568618,45.06980205572207,46.06794049569985,14620172
49,2007-12-14,44.79341506958008,45.49979284203042,44.563075306611395,45.08518043557133,10991851
50,2007-12-17,42.09075927734375,45.30016131766804,41.46116148929985,45.05446309590326,19355678
51,2007-12-18,41.9064826965332,43.30387531964764,40.601224294397724,41.61471738747232,21607783
52,2007-12-19,41.138675689697266,43.62634499692779,40.785489023400956,43.25779985305079,19526912
53,2007-12-20,40.72406768798828,42.01397166039993,40.539795096847165,41.67613927090391,17105204
54,2007-12-24,41.96790313720703,42.628209414726506,41.000473107769864,41.33830548586094,16711519
55,2007-12-26,43.2424430847168,43.764547981289134,42.198237457147584,42.198237457147584,20930094
56,2007-12-27,43.549556732177734,44.74732197111186,43.18101165916343,44.133082959804625,44565277
57,2007-12-28,43.88739776611328,44.071670339336904,42.996747689795086,43.45742704006627,18354518
58,2007-12-31,44.20986557006836,44.47091799913188,43.67240640193912,44.22522404564571,11982308
59,2008-01-01,45.023719787597656,45.43833187133663,44.0255815916506,44.44019367538958,16687746
60,2008-01-02,44.77804946899414,45.36157588836957,44.11774314797519,45.02374348802287,13437280
61,2008-01-03,46.62075424194336,46.80502678814712,43.96417121136256,44.50163037453802,31815218
62,2008-01-04,46.37507247924805,47.91067049191425,46.067952876714806,47.29643128684777,28011310
63,2008-01-07,45.99115753173828,47.05071730532026,45.499765499584775,46.08329171532809,15858063
64,2008-01-08,44.424861907958984,46.68219180637627,43.8874026066966,46.03723981174616,13282666
65,2008-01-09,43.71846389770508,44.67053504816217,43.610971254567716,44.470908234092356,13113527
66,2008-01-10,42.67428207397461,45.146597565163326,42.38251676274392,43.91811905989982,18023003
67,2008-01-11,43.31922912597656,43.733841406797524,41.61471289717395,43.25780354156751,11629440
68,2008-01-14,43.97953414916992,44.44021352226825,42.704988716713046,43.39600777636055,10264240
69,2008-01-15,42.64356231689453,44.87017924420134,42.29037563740241,44.685910830953866,11558334
70,2008-01-16,41.768272399902344,42.689631166124784,40.70871231809216,42.33644447218805,14834065
71,2008-01-17,42.88924026489258,43.841311335486665,41.031165205306365,41.92181072338192,16169395
